candidate_id,source_id,goal,feasibility_kind,physical_feasible,feasibility_policy_loaded,normalized_state_sha256,normalization_action_sha256,factorized_placement_action_count,factorized_result_file_sha256,proposal_attempt_count,proposal_success_count,selected_proposal_count,wrong_goal_count,unexpected_terminal_count,bridge_evidence_count,bridge_pass_count,proposal_execution_mode,drawer_aperture,possession,transit_locus,support_stratum,layout,state_sha256,proposal_compatible,competence_compatibility_gap
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,c9895bd12364ec62627528a8aa81e67bb99858e6fe1de3ff77f3cfa08f0cc3a8,40e5ca6314303e67cff9e23499865ff0bd582c50855def7db4426844ab3c2737,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,transverse_low_support,A,12db007b1b275225f5e99cc24a1aa865facb02e186efafdcbd64de523535ebdc,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,c9895bd12364ec62627528a8aa81e67bb99858e6fe1de3ff77f3cfa08f0cc3a8,40e5ca6314303e67cff9e23499865ff0bd582c50855def7db4426844ab3c2737,,,36,10,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,transverse_low_support,A,12db007b1b275225f5e99cc24a1aa865facb02e186efafdcbd64de523535ebdc,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,3be2848c499a56b06417b63d9c8463e6334ddd961d2a0269d46e0f6085fcadd7,71cd66a28d9e8db0edd56ab2bee3aee16f5b8bf64bcbd9f9574a70c15cb6d33e,,,46,4,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,transverse_low_support,B,a33ec8f60d61d520e4d25d2e2a987a9fa79f18ee789b7f0ee8159f5b519549cb,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,3be2848c499a56b06417b63d9c8463e6334ddd961d2a0269d46e0f6085fcadd7,71cd66a28d9e8db0edd56ab2bee3aee16f5b8bf64bcbd9f9574a70c15cb6d33e,,,36,8,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,transverse_low_support,B,a33ec8f60d61d520e4d25d2e2a987a9fa79f18ee789b7f0ee8159f5b519549cb,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v34_open_completion,cabinet,successful_proposal_ledger_v1,True,False,1a197793b93f9ff541867ad66045ec810a66144b8e94f2960809d68a2d35e84a,94b142f244ec3f011fe9294fb57554e418889073d4cdde7bf228e576c16a8229,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_phase_continuation_v2,open,on_table,drawer_side,demonstration_near,A,e35d668372b7554d68718f9a30e177a7e5c1f2692b30073f7fe643d8bfe2d80d,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v34_open_completion,drawer,successful_proposal_ledger_v1,True,False,1a197793b93f9ff541867ad66045ec810a66144b8e94f2960809d68a2d35e84a,94b142f244ec3f011fe9294fb57554e418889073d4cdde7bf228e576c16a8229,,,36,10,1,0,0,36,26,action_intrinsic_pregrasp_phase_continuation_v2,open,on_table,drawer_side,demonstration_near,A,e35d668372b7554d68718f9a30e177a7e5c1f2692b30073f7fe643d8bfe2d80d,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,43226d971e591eccff7f01945688ae15a4202b9170120bd32ba0994809111df6,df46ae3a35bd95e4ffb17e0f868d63af0a8875a773332a511565642d8dca984b,,,46,5,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,drawer_side,demonstration_near,B,f2496d6f78d7cf2379653137b2e83806f5390151211c57d146cf75dd8eb9c792,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,43226d971e591eccff7f01945688ae15a4202b9170120bd32ba0994809111df6,df46ae3a35bd95e4ffb17e0f868d63af0a8875a773332a511565642d8dca984b,,,36,18,1,0,0,36,30,action_intrinsic_pregrasp_phase_continuation_v2,open,on_table,drawer_side,demonstration_near,B,f2496d6f78d7cf2379653137b2e83806f5390151211c57d146cf75dd8eb9c792,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,818f7f665ee4d688073f9b3357a6162594be791fea400b27fe281613a6bf947c,366b034fd662fb40e170e3a048b3318ed2cfc2e5fef415c793ab34763f60d1bf,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,drawer_side,transverse_low_support,A,af2e6ead2e84b76012bbe45c3e4e54b5dcef31f96d88f87c299668e09b42d8ae,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,818f7f665ee4d688073f9b3357a6162594be791fea400b27fe281613a6bf947c,366b034fd662fb40e170e3a048b3318ed2cfc2e5fef415c793ab34763f60d1bf,,,36,11,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,drawer_side,transverse_low_support,A,af2e6ead2e84b76012bbe45c3e4e54b5dcef31f96d88f87c299668e09b42d8ae,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,9111df1eff410402e943b2c666e9bbe354e39f95b82c18e3dc90fd313d36d4be,fce1ef2baef2abac2025d5b5c2c0ee96489753dae192fbf0f987a68880ef1eb1,,,46,5,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,drawer_side,transverse_low_support,B,f7ba460ba36b0ddb65e207351719e95f35f996aa3d8f23a07b551875d823545d,True,False
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,9111df1eff410402e943b2c666e9bbe354e39f95b82c18e3dc90fd313d36d4be,fce1ef2baef2abac2025d5b5c2c0ee96489753dae192fbf0f987a68880ef1eb1,,,36,8,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,drawer_side,transverse_low_support,B,f7ba460ba36b0ddb65e207351719e95f35f996aa3d8f23a07b551875d823545d,True,False
